ID,Team Name,Section,Year,Medal Awarded,Other Award,Wiki Link,Outreach Category,Title,Summarized Description
277,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,"Oct 04, 2018. Plastic surgeon M.D. Lesley Bouwer","As Koen Lim from Plasmacure had told us that plastic surgeons regularly deal with wound infections, we contacted plastic surgeon Lesley Bouwer."
278,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,"Oct 05, 2018. Patient Karel",Via Jacques Neyens (Expertisecentrum Wondzorg) we got in touch with patient Karel.
279,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,Conclusions,"In this ethical analysis, we reflected on our Gelcatraz design with respect to five values: public beneficence, responsible stewardship, intellectual freedom and responsibility, democratic deliberation and justice & fairness. However, we believe that these risks are mostly covered by the several safety levels we integrated in the design."
280,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,1. Public beneficence,"The value public beneficence is defined as the maximization of public benefits and the minimization of public harm. This principle should be applied to the individual, institutional, community and public levels. We identified the main risk introduced by our design as the escape of GMOs into the environment. This may not be desirable as it may prevent scientists with a limited budget from using our platform."
281,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,5. Justice and fairness,"The commission calls for a fair distribution of benefits, burdens and risks across society and globally. Escape of bacteria, although unlikely, would mainly affect patients and their surroundings. From the safety analysis performed for the safe-by-design challenge, it can be concluded that people exposed to our platform for their jobs (e.g. medical doctors, nurses, people working in waste processing or manufacturing) will not suffer from this."
282,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,Hydrogel leakage test,"1H nuclear magnetic resonance spectroscopy has been used to verify that during storage in demineralized water, no dextran or other starting products leak from the hydrogel."
283,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,Conclusion,The concept of Safe-by-Design helped us to prioritize safety during all stages of the project.
284,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,Patient safety ,"Problem: We should not only cure patients, but also avoid their infection with E. coli and inflammation of the patch."
285,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,Changing the plaster,"This would ensure fresh nutrients and fresh E. coli bacteria. A disadvantage of this is inconvenience for the patient, which was highlighted by doctors from the Maasstad Hospital."
286,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,Patients,"The end-users, the patients, should have the most comfortable and easy experience using our patch for their wounds."
287,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,Physicians,Physicians have the general responsibility to get people the best treatment possible. Another advantage of the patch for physicians is the fact that it can be freeze-dried and thus stored effectively for a long time and is ready off-the-shelf.
288,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,Hospitals,Hospitals have similar interests as physicians: fighting resistant bacteria via the reduced use of common antibiotics and easy storage through freeze-drying.
289,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Integrated Human Practices,Insurance companies,"Our contact at Plasmacure, Koen Lim, had been working for several insurance companies. GovernmentThe government is responsible for regulations to ensure GMO safety. Lastly, the treatment of infected wounds is an extremely expensive business due to repetitive, costly treatments. However, an efficient production process is just as meaningful for manufacturers. The volume in which gel is produced, is scalable and the catalyst used for the gel production is reusable. Besides being more prone to errors, our gel is not recyclable to make new gels, but the gels can however be stored efficiently using freeze-drying. As explained under safe-by-design, this means that survival outside of the gel is not possible for our bacteria."
290,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Education and Public Engagement,Dutch Technology Week,"The Dutch Technology Week (DTW) is all about promoting Dutch high-tech to the public. While some of us entertained the children, others got the opportunity to discuss our applications with the parents."
291,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Education and Public Engagement,Design of a course on synthetic biology for high school students,"To spread our love for synthetic biology, we collaborated with the Eindhoven School of Education (ESoE) to develop a course module for high school students consisting of four lessons and an experimental part. The actual design of the module was performed by three aspiring teachers from the ESoE. The module consists of several online modules based on the flip the classroom concept combined with a lesson at their school to prepare students for an experiment at our university."
292,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Education and Public Engagement,SensUs Event,On Saturday the 8th of September we were present at the SensUs event.
293,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Education and Public Engagement,Interview Nederlandse Biotechnologie Vereniging,"The Nederlandse Biotechnologie Vereniging (or Dutch Association for Biotechnology) was interested in an article about all of the Dutch iGEM teams. On the 17th of September we were published online, and the articles of all the teams are published in the C2W newspaper that was due on the 12th of October."
294,TU-Eindhoven,Overgrad,2018,Gold,"Nominated for Best New Composite Part, Overgrad",http://2018.igem.org/Team:TU-Eindhoven,Education and Public Engagement,Interview Cursor,"We scheduled an interview with the Cursor, the official newspaper of our University. There are several student teams on our university, and the iGEM team is not very well known outside the Biomedical Engineering and Chemistry Faculties."
