Schools,Section,Years,Wiki hyperlinks,Award,Outreach Category,Event Names,Project Tags,Audiences,Goals,Descriptions
Virginia,Undergraduate,2017,http://2017.igem.org/Team:Virginia,,Education and Public Engagement,,"Presentation (General), iGEM Project Presentation (Presenting your iGEM project for feedback), Conference/Panel Discussion, Consult Experts",iGEM Teams,Present iGEM Project,"Universities attended Virginia's meet-up in order to share presentations, receive feedback in breakout sessions, and hear from professionals about entrepreneurial opportunities arising from iGEM.1) invite other iGEM teams 2) block out the morning for team presentations and constructive breakout sessions 3) invite professionals who work in DIY labs to speak about opportunities arising from iGEM. Invite iGEM alumni if possible. 4) after professionals speak, host breakout sessions for professionals to discuss opportunities with iGEM students "
Michigan_Software,Undergraduate,2017,http://2017.igem.org/Team:Michigan_Software/Attributions,,Integrated Human Practices,,"iGEM Project Presentation (Presenting your iGEM project for feedback), Consult Experts, Consult Representatives","Scientific Community, General Public","Gain Information for iGEM project, Education on Synthetic Biology, Learn Public Opinions, Networking",They consulted numerous groups of people feedback on project and applications of further use.Their goal was to expand their user base through beta testing efforts.
Edinburgh_OG,Overgraduate,2017,http://2017.igem.org/Team:Edinburgh_OG,,Education and Public Engagement,,"Community Event, iGEM Project Presentation (Presenting your iGEM project for feedback)",,Present iGEM Project,Teams from the northern UK met up in Edinburgh to present and discuss their projects.1. Reach out to nearby iGEM teams.2. Plan meet-up (including presentations and any other activities).
Edinburgh_OG,Overgraduate,2017,http://2017.igem.org/Team:Edinburgh_OG,,Education and Public Engagement,,Presentation (General),,"Promote Awareness of Synthetic Biology, Educate on the iGEM program, Recruit iGEM members",Presenting with the Edinburgh undergraduate team to interested students. 1. Identify groups on campus with similar interests.2. Schedule a presentation to educate and recruit iGEM members.
Virginia,Undergraduate,2017,http://2017.igem.org/Team:Virginia,,Integrated Human Practices,,Consult Experts,,Gain Information for iGEM project,"Met Tim Castillo, a Wastewater Facility Manager at Rivanna Wastewater Treatment Plant in Charlottesville, Virginia, and continued to consult him throughout the course of the 2017 iGEM project.1) Meet with the manager of a local wastewater processing facility 2) Take a tour of the facility 3) Attend a presentation on the wastewater treatment process 4) Request data from the processing plant 4) Maintain correspondence"
Michigan_Software,Undergraduate,2017,http://2017.igem.org/Team:Michigan_Software,,Integrated Human Practices,,Consult Representatives,"iGEM Teams, Scientific Community, General Public",Gain Information for iGEM project,Partnership with company that helped them create a tool and generated a protocol.1. We took the first steps to build a relationship with the compan2. Had several meetings with their head of outreach3. Came up with the idea for a project that we have been developing since the summer
Rice,Undergraduate,2017,http://2017.igem.org/Team:Rice,,Integrated Human Practices,,Educational Material,Legislators,Policy Outreach,"A policy brief was created and was addressed to the Houston City council advocating a biological treatment of hexavalent chromium in Houston wastewater. 1. Researched elevated levels of the carcinogen of .75 ppb in home city, Houston, Texas 2. Discovered rising levels traced to lack of proper regulation of CrVI worldwide 3. Drafted a policy proposal to allow for adjusted regulation on CrVI and presented advantages of implementing genetically engineered organisms into city's water treatment system "
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Education and Public Engagement,,Teaching Activity,Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Science Education (Non-SynBio Specific)","Implementing a learner-centered pedagogical approach in high school classes to help students learn about biotechnologies through a practical approach while discussing how to be a part of science and what to study after high school. 1. Reach out to schools in which to present. Inquire about their leaning model and what their students may already know. 2. Design a presentation about the different fields of biotechnologies. 3. Create a plan for an in class bacterial transformation activity. 4. present to the target high school students, describing potential careers and fields of study to the students while also advocating for the iGEM program 5. Take students to the transformation experiment, explaining what is in each of their tubes and what is going on through the process. 6. Gather feedback from students insuring they understood each step of the process. Focus on what they find surprising, what they find practical and interesting. Be sure to also get teacher feedback. "
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Education and Public Engagement,,"Community Event, Fair Booth","Primary School Students, Secondary School Students",Science Education (Non-SynBio Specific),"Create a fortune teller game to teach shy children about microbiology and hosted a banana DNA extraction for other children. 1. Arrange to attend any expos in the local area. 2. bring activities for potential children participants, one catered for a more hands on science experience and one for shyer students to use that doesn't require using scientific technique but can still be engaging and educational (like the paper fortune teller) 3. attend the event and invite children to participate 4. Answer attendees questions about synthetic biology. "
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Education and Public Engagement,,Fair Booth,University Students,Educate on the iGEM program,"Presenting about iGEM to the on campus scientific community.1. Reserve a space for the expo and advertise that synthetic biology projects will be presented on campus. 2. set up a variety of informational and interactive posters and games from past iGEM projects, staff with iGEMers who can answer the university students questions about what iGEM is and what synbio is. "
Stockholm,Overgraduate,2017,http://2017.igem.org/Team:Stockholm,,Education and Public Engagement,,"Community Event, Presentation (General)",,"Promote Awareness of Synthetic Biology, Learn Public Opinions","The iGEM team attended and presented at CF-games, a program to raise awareness of CF.1. Plan to attend a community event relevant to your iGEM project.2. Prepare to engage with the community and answer questions on your project. "
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Integrated Human Practices,,Social Media,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Present iGEM Project",The team shared their project with several newspaper outlets who target local audiences 
