,School,Section,Year,Outreach Category,Wiki Hyperlink,Project Tag,Audience,Goal,Objectives,Description
1363,Virginia,Undergraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Virginia,Consult Experts,Legislators,Activism for iGEM Project,"<ul><li> Speak with several policy experts, including the Virginia Deputy Commissioner of Agriculture, and the current and previous director of the Presidential Commission for the Study of Bioethical Issues, to understand the current state of GEO legislation and to identify areas for improvement</li><li> In response to these discussions, generate a sample policy proposal for the testing, application, monitoring, and termination of biocontainment devices in a released GEO</ul>",Met with policy experts and created a sample policy brief on biocontainment
1364,Virginia,Undergraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Virginia,Educational Material,Scientific Community,"Discuss Ethics and Safety, Educate on Synthetic Biology","<ul><li> Work to foster dialogue about biocontainment as a safeguard against unintended consequences of GEOs in open environments by speaking to the head of Charlottesville Open Bio Labs and Dr. Todd Kuiken from the Wilson Center to examine the current regulation of community labs</li><li> Working with the head of the Open Bio Labs, create a biosafety guidelines document, including provisions on biocontainment</ul>",Worked with a local community lab to create biocontainment guidelines
1365,Virginia,Undergraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Virginia,Educational Material,"General Public, Scientific Community","Educate on Synthetic Biology, Activism for iGEM Project","<ul><li> Make an educational video to help the public understand what synthetic biology is and what GEOs are, and to have a basic understanding of how it all works</li><li> Create a ""Biocontainment Video"" to level the playing field on the two ends of the spectrum, and explain briefly what GEOs are, the different types of biocontainment that exist, and what the project entails</ul>",Created an educational video about biocontainment
1366,Virginia,Undergraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Virginia,Educational Material,"General Public, Scientific Community","Promote Awareness of Synthetic Biology, Educate on Synthetic Biology","<ul><li> Host a Building with Biology event in collaboration with Charlottesville Open Bio Labs (Building with Biology is an organization that promotes public education about synthetic biology)</li><li> To accomplish this, events are hosted in which participants of all ages can familiarize themselves with core synthetic biology concepts through exciting activities</li><li> Participants rotate between various stations that focus on specific concepts, and younger participants are entertained with educational games while older participants can engage in discussions with professional scientists</li><li> Participate in and help lead the forum on Gene Drive at this event</li><li> Create a brief powerpoint with interesting illustrations to engage participants in brainstorming potential applications for synthetic biology and biological containment</ul>",Hosted a Building with Biology event for the community
1367,Virginia,Undergraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Virginia,Educational Material,iGEM Teams,Activism for iGEM Project,<ul><li> Produce a pamphlet on biocontainment for iGEM teams</ul>,Created a pamphlet on biocontainment for iGEM teams
1368,Virginia,Undergraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Virginia,Educational Material,iGEM Teams,Activism for iGEM Project,<ul><li> Design an interactive web widget that allows iGEM teams to customize a biocontainment method that fits their project</ul>,Created a web widget for iGEM teams to optimize biocontainment
1369,Virginia,Undergraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Virginia,Consult Experts,"Scientific Community, Professors",Gain Information for iGEM Project,"<ul><li> Interview Hank Greely, Professor of Genetics at Stanford School of Medicine</li><li> Discuss biological containment and gain feedback on project while in the early stages of planning experimental design</li><li> Ask questions about his opinions on the Presidential Commission for the Study of Bioethical Issues and its relevance to modern synthetic biology</ul>",Interviewed an expert on biological containment
1370,Virginia,Undergraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Virginia,Consult Experts,Vendors/Businesses,Gain Information for iGEM Project,"<ul><li> Interview Markus Gershater, a representative from Synthace</ul>",Interviewed a representative from Synthase
1371,Virginia,Undergraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Virginia,Consult Experts,Vendors/Businesses,Gain Information for iGEM Project,"<ul><li> Interview a representative from Green Biologics, a biotech company located in the United Kingdom, to understand the role of the biocontainment method in an industrial application</li><li> Learn opinions on the use of modified organisms in industry</ul>",Interviewed an expert on biological containment in industry
1372,Virginia,Undergraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Virginia,Consult Experts,"Scientific Community, Vendors/Businesses",Gain Information for iGEM Project,"<ul><li> Interview a representative of Monsanto, one of the lead scientists from Monsanto, Daniel A. Goldstein, M.D, to get the perspective of a more controversial corporation when it comes to synthetic biology</li><li> Learn about the history of Monsanto and its use of synthetic biology in their products</ul>",Interviewed a representative from Monsanto about synthetic biology
1373,Virginia,Undergraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Virginia,Consult Experts,Scientific Community,Gain Information for iGEM Project,"<ul><li> Speak with Gregory Mandel, Dean of the Temple University Beasley School of Law</li><li> Acquire information on the team's policy proposal</li><li> Ask several questions about current regulations and possible changes that could be made to them in the future</ul>",Interviewed a professor of law about creating a policy proposal
1374,Virginia,Undergraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Virginia,Consult Experts,Vendors/Businesses,Gain Information for iGEM Project,<ul><li> Tour the Rivanna water and sewer plant in Charlottesville and speak with company leaders about the project</li><li> Learn more about their specific containment methods</ul>,Toured a sewer plant to learn about biological containment
1375,Virginia,Undergraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Virginia,Survey,iGEM Teams,Gain Information for iGEM Project,"<ul><li> To both gauge awareness and generate more awareness about biocontainment, survey iGEM teams, who often have the hope of deploying their product in the environment</ul>",Surveyed iGEM teams about biocontainment
1376,Wageningen UR,Overgraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Wageningen%20UR,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"<ul><li> Seek experts on their project, in this case beekeepers</li><li> Learn necessary information such as how their project would benefit a beehive</ul>",Consulted with beekeepers to gain background information and discuss project implementation.
1377,Wageningen UR,Overgraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Wageningen%20UR,Educational Material,"Scientific Community, Specialized Audience, General Public","Promote Awareness of Synthetic Biology, Learn Public Opinion, Discuss Ethics and Safety",<ul><li> Collaborate with Synenergene to create a futuristic magazine and an application scenario depicting what the world could like in 2030 if their project were followed up on</li><li> Publish both documents so that they are accessible to the public</ul>,Wrote a fictional magazine article and report predicting the potential impacts of the team's project.
